,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,system_attrs_fail_reason,state
124,124,777.49495,2020-12-22 02:10:13.680008,2020-12-22 03:08:31.732743,0 days 00:58:18.052735,16.0,10000.0,0.98,0.0,-1.5350834019240236,4.5053340432976545e-05,big,0.01,512.0,,COMPLETE
125,125,815.502675,2020-12-22 03:08:31.753244,2020-12-22 04:08:00.262068,0 days 00:59:28.508824,512.0,100000.0,0.99,0.0,-0.8946384258466149,0.0003656871239267329,medium,0.001,8.0,,COMPLETE
126,126,739.844123,2020-12-22 04:08:00.283750,2020-12-22 05:02:30.377651,0 days 00:54:30.093901,256.0,1000000.0,0.95,20000.0,-0.8322249757855227,0.00022665473463865675,big,0.001,16.0,,COMPLETE
127,127,433.95922099999996,2020-12-22 05:02:30.399501,2020-12-22 06:01:17.142389,0 days 00:58:46.742888,512.0,100000.0,0.98,0.0,-2.691713338822953,1.9743597937814053e-05,medium,0.01,64.0,,COMPLETE
128,128,433.95922099999996,2020-12-22 06:01:17.179558,2020-12-22 07:00:12.349181,0 days 00:58:55.169623,512.0,10000.0,0.995,1000.0,-3.7228665833079435,0.7569500108021759,small,0.01,32.0,,COMPLETE
129,129,-1225.423746,2020-12-22 07:00:12.454887,2020-12-22 07:18:16.969415,0 days 00:18:04.514528,128.0,1000000.0,0.9,0.0,-2.459163255410604,0.4493584327108939,medium,0.01,64.0,,PRUNED
130,130,793.22441,2020-12-22 07:18:16.979148,2020-12-22 08:12:50.353717,0 days 00:54:33.374569,16.0,1000000.0,0.999,20000.0,-0.19856609452901441,0.0001113081089657345,medium,0.02,64.0,,COMPLETE
131,131,,2020-12-22 08:12:50.375533,2020-12-22 09:11:23.784836,0 days 00:58:33.409303,128.0,1000000.0,0.999,10000.0,-3.6366336030543787,0.021905540078341376,big,0.01,16.0,"Trial 131 failed, because the objective function returned nan.",FAIL
132,132,433.95922099999996,2020-12-22 09:11:23.794205,2020-12-22 10:08:36.660703,0 days 00:57:12.866498,32.0,10000.0,0.9999,10000.0,-1.1444080357103972,0.4554842231918655,medium,0.001,64.0,,COMPLETE
133,133,-1225.423746,2020-12-22 10:08:36.683833,2020-12-22 11:04:27.470529,0 days 00:55:50.786696,64.0,1000000.0,0.999,20000.0,-3.889930524217143,0.0021549986648628666,medium,0.001,16.0,,COMPLETE
134,134,433.95922099999996,2020-12-22 11:04:27.492708,2020-12-22 12:04:35.832813,0 days 01:00:08.340105,64.0,10000.0,0.98,0.0,-3.241486963696683,7.57314253584631e-05,medium,0.02,8.0,,COMPLETE
135,135,457.33597,2020-12-22 12:04:35.854142,2020-12-22 13:04:57.330593,0 days 01:00:21.476451,64.0,1000000.0,0.95,1000.0,-3.2050720404966095,0.009166170636875907,medium,0.005,32.0,,COMPLETE
136,136,433.95922099999996,2020-12-22 13:04:57.351581,2020-12-22 14:01:30.786157,0 days 00:56:33.434576,64.0,1000000.0,0.995,20000.0,-3.6535104636206808,1.4399540328560312e-05,big,0.005,512.0,,COMPLETE
137,137,433.95922099999996,2020-12-22 14:01:30.820669,2020-12-22 14:55:31.269526,0 days 00:54:00.448857,32.0,10000.0,0.98,20000.0,-2.651498659333956,8.869227322235675e-05,small,0.02,256.0,,COMPLETE
138,138,872.6506059999999,2020-12-22 14:55:31.290715,2020-12-22 15:53:22.835676,0 days 00:57:51.544961,256.0,1000000.0,0.99,1000.0,-0.1617678325616061,0.0007687005380991526,small,0.01,128.0,,COMPLETE
139,139,,2020-12-22 15:53:22.870345,2020-12-22 16:50:54.177891,0 days 00:57:31.307546,16.0,100000.0,0.999,1000.0,-0.141860061860418,0.030965404868868476,small,0.005,16.0,"Trial 139 failed, because the objective function returned nan.",FAIL
140,140,433.95922099999996,2020-12-22 16:50:54.188153,2020-12-22 17:48:58.700599,0 days 00:58:04.512446,16.0,1000000.0,0.9999,0.0,-3.8187214865161474,0.41706769200020444,medium,0.005,64.0,,COMPLETE
141,141,723.210745,2020-12-22 17:48:58.725157,2020-12-22 18:40:22.515896,0 days 00:51:23.790739,32.0,1000000.0,0.995,10000.0,-1.3496474788009531,0.0002054783995609517,big,0.01,64.0,,COMPLETE
142,142,815.304037,2020-12-22 18:40:22.539043,2020-12-22 19:44:19.685894,0 days 01:03:57.146851,32.0,1000000.0,0.98,0.0,-0.6228781421380756,9.162656047918165e-05,big,0.005,8.0,,COMPLETE
143,143,433.95922099999996,2020-12-22 19:44:19.710644,2020-12-22 21:03:34.592882,0 days 01:19:14.882238,32.0,100000.0,0.98,0.0,-1.3343052457948805,0.8152311100249308,medium,0.02,16.0,,COMPLETE
144,144,500.938285,2020-12-22 21:03:34.652835,2020-12-22 22:21:59.608598,0 days 01:18:24.955763,256.0,100000.0,0.9,0.0,0.10698166999316516,0.0005982692373263182,big,0.02,256.0,,COMPLETE
145,145,810.453184,2020-12-22 22:21:59.632173,2020-12-22 23:40:45.766404,0 days 01:18:46.134231,256.0,1000000.0,0.9999,0.0,-2.5208260292163858,0.007722413016529375,big,0.01,128.0,,COMPLETE
146,146,433.95922099999996,2020-12-22 23:40:45.788377,2020-12-23 01:00:34.686712,0 days 01:19:48.898335,256.0,100000.0,0.95,1000.0,-2.180698742285613,0.514241359510841,big,0.001,512.0,,COMPLETE
147,147,741.648755,2020-12-23 01:00:34.715143,2020-12-23 02:13:32.472521,0 days 01:12:57.757378,512.0,1000000.0,0.9999,10000.0,0.5954659538625497,3.3182883209237755e-05,medium,0.001,64.0,,COMPLETE
148,148,-1225.423746,2020-12-23 02:13:32.494676,2020-12-23 03:29:10.070568,0 days 01:15:37.575892,64.0,100000.0,0.98,0.0,0.6885746443609513,0.0009501233689545802,big,0.001,256.0,,COMPLETE
149,149,-1225.423746,2020-12-23 03:29:10.104160,2020-12-23 03:46:50.035955,0 days 00:17:39.931795,256.0,10000.0,0.95,20000.0,-3.772396768372091,0.008100581402344329,medium,0.001,256.0,,PRUNED
150,150,433.95922099999996,2020-12-23 03:46:50.047826,2020-12-23 05:00:02.874783,0 days 01:13:12.826957,256.0,100000.0,0.995,10000.0,-2.5667859632256316,0.14906926861906192,big,0.02,128.0,,COMPLETE
151,151,,2020-12-23 05:00:02.899454,2020-12-23 05:22:35.489566,0 days 00:22:32.590112,16.0,1000000.0,0.9999,1000.0,-3.6013231198114397,0.017478203335546193,medium,0.01,16.0,,PRUNED
152,152,433.95922099999996,2020-12-23 05:22:35.499626,2020-12-23 06:38:30.529472,0 days 01:15:55.029846,32.0,100000.0,0.98,0.0,-3.574905269564242,0.2599021005615822,medium,0.001,512.0,,COMPLETE
153,153,850.8327819999998,2020-12-23 06:38:30.553674,2020-12-23 07:56:11.868115,0 days 01:17:41.314441,128.0,100000.0,0.995,1000.0,-0.23836556060470304,0.0014333907698661694,big,0.02,64.0,,COMPLETE
154,154,-1225.423746,2020-12-23 07:56:11.888684,2020-12-23 08:16:12.469049,0 days 00:20:00.580365,16.0,10000.0,0.95,10000.0,0.0895552482131432,0.011210906191190593,big,0.005,512.0,,PRUNED
155,155,-1225.423746,2020-12-23 08:16:12.477598,2020-12-23 08:33:49.109433,0 days 00:17:36.631835,16.0,1000000.0,0.98,20000.0,0.8088439601959738,0.05088910940254194,small,0.001,8.0,,PRUNED
156,156,793.758543,2020-12-23 08:33:49.121157,2020-12-23 09:44:20.729868,0 days 01:10:31.608711,32.0,10000.0,0.98,20000.0,-2.80552082327118,0.0036145049624363122,medium,0.02,32.0,,COMPLETE
